,Pris,address,zipcode,m2,rooms
4140, 1.748.000, Blegdalsparken 41E,9000 Aalborg,68,2
4141, 1.795.000, Strøby Bygade 30B ,4671 Strøby,88,3
4142, 2.095.000, Lysbuen 7,8700 Horsens,95,3
4143, 2.395.000, Skovvejen 19C,8000 Aarhus C,57,2
4144, 2.395.000, Caprivej 9,2300 København S,58,2
4145, 2.595.000, Østerbro 24,9000 Aalborg,107,4
4146, 2.645.000, Gråbrødrestræde 5,8900 Randers C,136,4
4147, 2.650.000, Nordre Strandvej 339A 2 ,3100 Hornbæk,62,3
4148, 2.795.000, Nyborgvej 61,5000 Odense C,93,3
4149, 2.995.000, Solgårdsvej 7 st th ,2942 Skodsborg,94,3
4150, 2.995.000, Laurids Skaus Gade 11,2200 København N,53,2
4151, 3.095.000, Blidahpark 25 st 3 ,2900 Hellerup,58,2
4152, 3.495.000, Augustagade 4,2300 København S,75,3
4153, 3.550.000, Burmeistersgade 21,1429 København K,52,2
4154, 3.595.000, Kirkestræde 1C ,3000 Helsingør,101,3
4155, 3.800.000, Sygehusvej 18,9240 Nibe,142,4
4156, 4.095.000, Burmeistersgade 7,1429 København K,52,2
4157, 4.499.000, Peder Hjorts Vej 1,2500 Valby,82,3
4158, 4.695.000, Spinderigade 14,2500 Valby,94,3
4159, 4.850.000, Ungarnsgade 16 5 ,2300 København S,96,3
4160, 4.995.000, C.F. Møllers Allé 32,2300 København S,96,3
4161, 5.595.000, Steenwinkelsvej 6,1966 Frederiksberg C,76,3
4162, 5.600.000, Helga Pedersens Gade 950T,8000 Aarhus C,148,3
4163, 5.795.000, C.F. Møllers Allé 38,2300 København S,103,4
4164, 6.498.000, Helga Pedersens Gade 7,8000 Aarhus C,113,4
4165, 6.995.000, Strandvejen 38,2900 Hellerup,119,4
4166, 7.495.000, Høje Skodsborgvej 16 3 tv ,2942 Skodsborg,79,3
4167, 8.995.000, Rundholtsvej 56,2300 København S,125,4
4168, 10.500.000, Østerbrogade 104,2100 København Ø,244,5
4169, 13.250.000, Amerika Plads 3A,2100 København Ø,136,0
4170, 645.000, Vestervangsvej 71,8800 Viborg,58,2
4171, 1.095.000, Gartnervænget 12,5690 Tommerup,102,4
4172, 1.298.000, Kastetvej 127,9000 Aalborg,60,2
4173, 1.325.000, Taastrup Vænge 51,2630 Taastrup,42,1
4174, 1.350.000, Bagsværd Hovedgade 116A,2880 Bagsværd,45,1
4175, 1.598.000, Thistedvej 81E,9400 Nørresundby,100,3
4176, 1.625.000, Christianehøj 63,2860 Søborg,44,2
4177, 1.848.000, Vibevej 28,2400 København NV,57,2
4178, 1.875.000, Parkvej 6,9000 Aalborg,96,3
4179, 1.895.000, Frederiksdalsvej 10C,2830 Virum,59,2
4180, 1.995.000, Frederiksdalsvej 10A,2830 Virum,57,2
4181, 2.495.000, Rosen 46 ,4300 Holbæk,81,3
4182, 2.498.000, Vestervang 41,8000 Aarhus C,75,3
4183, 2.595.000, H. Schneekloths Vej 33,2000 Frederiksberg,55,1
4184, 2.750.000, Julius Posselts Vej 3A,9400 Nørresundby,83,2
4185, 2.995.000, Bremensgade 37,2300 København S,67,3
4186, 2.995.000, Vestervang 32,2500 Valby,75,3
4187, 2.995.000, Valdemarsgade 30,9000 Aalborg,91,3
4188, 3.495.000, Teglstrupvej 5,2100 København Ø,68,3
4189, 3.698.000, Strandbygade 22,6700 Esbjerg,129,3
4190, 3.998.000, Bogensegade 9,8000 Aarhus C,71,3
4191, 4.150.000, Strandbjerg 6A,2960 Rungsted Kyst,84,3
4192, 4.250.000, Engvej 60,2791 Dragør,86,3
4193, 4.795.000, Jakob Skomager Vej 10 st tv ,9000 Aalborg,152,5
4194, 4.995.000, Strandpassagen 4C ,4600 Køge,129,4
4195, 4.995.000, Harald Jensens Plads 19,8000 Aarhus C,117,5
4196, 5.250.000, Ny Kongensgade 7,1472 København K,88,3
4197, 5.395.000, Tjørnelunds Allé 2,2500 Valby,130,6
4198, 5.495.000, Havneholmen 34,1561 København V,85,2
4199, 5.650.000, Midtermolen 8 3 tv ,2100 København Ø,75,2
4200, 5.795.000, Gasværksvej 28,1656 København V,88,4
4201, 6.150.000, Åboulevard 11,1635 København V,136,5
4202, 6.495.000, Kastanievej 16,1876 Frederiksberg C,95,3
4203, 7.400.000, Sankt Hans Torv 24,2200 København N,150,5
4204, 12.295.000, Carit Etlars Vej 6,1814 Frederiksberg C,173,6
4205, 13.500.000, Hortensiavej 12,1857 Frederiksberg C,130,5
4206, 675.000, Vestergade 38,6100 Haderslev,54,2
4207, 699.000, Østervold 46,8900 Randers C,52,2
4208, 1.385.000, Drewsensvej 29,5000 Odense C,65,2
4209, 1.495.000, Hyacintgården 11,2300 København S,38,1
4210, 1.695.000, Christiansgade 56,9000 Aalborg,67,2
4211, 1.895.000, Sandmarksbo 1,4600 Køge,89,2
4212, 2.265.000, Blomsterlunden 95,8381 Tilst,72,3
4213, 2.275.000, Åbakkevej 47,2720 Vanløse,57,2
4214, 2.348.000, Paludan-Müllers Vej 189 ,8200 Aarhus N,61,3
4215, 2.350.000, Søgade 3A,8000 Aarhus C,70,2
4216, 2.495.000, Vigerslevvej 293,2500 Valby,72,3
4217, 2.595.000, Geelskovparken 6,2830 Virum,61,2
4218, 2.695.000, Aldersrovej 11,8200 Aarhus N,67,2
4219, 2.950.000, Langesvej 28,3400 Hillerød,113,4
4220, 2.995.000, Godthåbsvej 191,2720 Vanløse,75,3
4221, 2.998.000, Jette Tikjøbs Plads 5,8000 Aarhus C,57,2
4222, 3.145.000, Lille Farimagsgade 3,2100 København Ø,43,2
4223, 3.498.000, Heibergsgade 1C,8000 Aarhus C,71,2
4224, 3.500.000, Helga Pedersens Gade 133 ,8000 Aarhus C,84,3
4225, 4.350.000, Jens Otto Krags Gade 9,2300 København S,81,2
4226, 4.395.000, Sølvgade 86,1307 København K,72,3
4227, 4.495.000, Ørstedsgade 7,5000 Odense C,143,3
4228, 4.695.000, Wildersgade 22,1408 København K,88,3
4229, 4.710.000, Irma Pedersens Gade 60,8000 Aarhus C,119,3
4230, 4.995.000, Kvintus Allé 12,2300 København S,87,3
4231, 5.750.000, Askeskellet 28 ,2000 Frederiksberg,130,5
4232, 6.295.000, Amager Boulevard 112,2300 København S,123,4
4233, 10.495.000, Rysensteensgade 6,1564 København V,161,5
4234, 10.650.000, H.C. Ørsteds Vej 50A,1879 Frederiksberg C,178,5
4235, 4.695.000, Lundedalsvej 27,2400 København NV,97,3
4236, 5.495.000, Amerika Plads 25E,2100 København Ø,96,3
4237, 5.650.000, Søllerød Park 4,2840 Holte,100,3
4238, 748.000, Vestervold 31,8900 Randers C,60,2
4239, 1.495.000, Parkvej 9 1 ,9000 Aalborg,66,3
4240, 2.975.000, C.F. Richs Vej 120 2 tv ,2000 Frederiksberg,65,3
4241, 3.295.000, Enghavevej 11 st th ,1674 København V,67,2
4242, 5.350.000, Frederiksvej 20,2000 Frederiksberg,87,4
4243, 8.995.000, Langelinie Allé 9 4 3 ,2100 København Ø,118,3
4244, 16.995.000, Gammel Kongevej 148,1850 Frederiksberg C,206,6
4245, 495.000, Anemonevej 33 st th ,8930 Randers NØ,52,2
4246, 1.495.000, Teglporten 16,3460 Birkerød,48,2
4247, 1.495.000, Plumsgade 1,5000 Odense C,50,3
4248, 1.550.000, Sofielundsvej 10A,2600 Glostrup,46,2
4249, 1.598.000, Bogtrykkervej 8,2400 København NV,58,2
4250, 1.695.000, Palnatokesvej 62,5000 Odense C,70,3
4251, 1.795.000, Chr Rasmussens Vej 22,3000 Helsingør,76,3
4252, 1.875.000, Bellahøjvej 148,2720 Vanløse,0,2
4253, 1.895.000, Vejlegårdsparken 52,2665 Vallensbæk Strand,78,2
4254, 2.065.000, Georgsgade 72 1 th ,5000 Odense C,70,3
4255, 2.350.000, Brannersvej 21,2920 Charlottenlund,47,2
4256, 2.399.000, Trepkasgade 29 1 tv ,8000 Aarhus C,58,2
4257, 2.475.000, Topperne 14,2620 Albertslund,97,4
4258, 2.545.000, Frederiksdalvej 6A,4070 Kirke Hyllinge,145,3
4259, 2.598.000, Frederiks Allé 57 st ,8000 Aarhus C,62,2
4260, 2.750.000, Cæciliavej 13,2500 Valby,58,2
4261, 2.999.000, Bispensgade 29 1 ,9000 Aalborg,150,7
4262, 3.195.000, Gl Hovedgade 8,2970 Hørsholm,100,3
4263, 3.295.000, Helga Larsens Plads 12,2720 Vanløse,75,3
4264, 3.495.000, Øster Voldgade 32,1350 København K,63,3
4265, 4.795.000, Høstvej 6E ,2800 Kongens Lyngby,78,2
4266, 7.495.000, Store Kongensgade 57A,1264 København K,111,3
4267, 13.995.000, Sortedam Dossering 25,2200 København N,155,6
4268, 25.000.000, Fortkaj 30,2150 Nordhavn,293,5
4269, 498.000, Fægangsvej 11E,8585 Glesborg,43,2
4270, 995.000, Holbækvej 7A,4370 Store Merløse,78,3
4271, 1.048.000, Islandsgade 17 st tv ,9000 Aalborg,56,2
4272, 1.195.000, Stjernevej 11 1 tv ,7100 Vejle,81,3
4273, 1.245.000, Rebæk Søpark 3,2650 Hvidovre,44,1
4274, 1.298.000, Englandsgade 35,6700 Esbjerg,79,3
4275, 1.345.000, Herluf Trolles Gade 19,9000 Aalborg,66,2
4276, 1.375.000, Kastrupvej 167,2300 København S,40,1
4277, 1.398.000, Skovbakkevej 43B,8220 Brabrand,71,2
4278, 1.495.000, Perikumvej 9,9000 Aalborg,70,2
4279, 1.495.000, Malurtvej 6,9000 Aalborg,87,3
4280, 1.495.000, Stenvinkelsvej 3,3000 Helsingør,49,2
4281, 1.595.000, Strandgade 47,3000 Helsingør,40,1
4282, 1.995.000, Østervej 13A,2600 Glostrup,68,2
4283, 1.995.000, Brogårdsvej 104,2820 Gentofte,62,2
4284, 1.998.000, Bangsboparken 26,8541 Skødstrup,92,3
4285, 2.095.000, Palnatokesvej 42,5000 Odense C,92,3
4286, 2.295.000, Frederikssundsvej 68C,2400 København NV,54,2
4287, 2.395.000, Frimestervej 8 3 th ,2400 København NV,45,2
4288, 2.445.000, Teglvænget 17,9000 Aalborg,99,4
4289, 2.475.000, Vestervang 23,8000 Aarhus C,67,2
4290, 2.495.000, Hasseløvej 48E,4873 Væggerløse,220,6
4291, 2.495.000, Dalsvinget 30 ,8600 Silkeborg,101,3
4292, 2.525.000, Heibergsgade 6,8000 Aarhus C,48,2
4293, 2.698.000, Finderupvej 2L,8000 Aarhus C,71,3
4294, 2.795.000, Slangerupgade 4,3400 Hillerød,85,3
4295, 2.895.000, Kongevejen 337B,2840 Holte,86,3
4296, 3.150.000, Kongevejen 139,2830 Virum,91,4
4297, 3.195.000, Hornebyvej 58B ,3100 Hornbæk,123,5
4298, 3.495.000, Lykkens Minde 10,2860 Søborg,111,4
4299, 3.495.000, Parmagade 44,2300 København S,93,3
4300, 3.598.000, Marstrandsgade 17B,8000 Aarhus C,82,3
4301, 3.675.000, Åhavnen 64 ,4600 Køge,86,2
4302, 3.695.000, Vagtelvej 67,2000 Frederiksberg,84,3
4303, 3.995.000, Amaliegade 13B,1256 København K,57,2
4304, 3.998.000, Esther Aggebos Gade 10,8000 Aarhus C,98,2
4305, 4.395.000, Danasvej 5,1910 Frederiksberg C,71,2
4306, 4.498.000, Helgolandsgade 18,6700 Esbjerg,142,3
4307, 4.598.000, Åparken 8 st 1 ,8000 Aarhus C,107,4
4308, 4.950.000, Nordre Pakhusvej 59 ,3600 Frederikssund,128,4
4309, 5.395.000, Boulevarden 14,2800 Kongens Lyngby,115,4
4310, 5.395.000, A.D. Jørgensens Vej 35,2000 Frederiksberg,101,3
4311, 5.495.000, Monica Zetterlunds Vej 17,2450 København SV,106,3
4312, 6.795.000, Brejning Strand 1A TV,7080 Børkop,217,8
4313, 7.295.000, Krimsvej 7E ,2300 København S,96,4
4314, 7.495.000, Islands Brygge 34C,2300 København S,103,2
4315, 8.995.000, Fadet 24,1799 København V,130,6
4316, 10.495.000, Upsalagade 20B,2100 København Ø,132,4
4317, 11.995.000, Duntzfelts Alle 19,2900 Hellerup,120,4
4318, 12.700.000, Store Kongensgade 75A st ,1264 København K,120,2
4319, 13.000.000, Vester Voldgade 21,1552 København V,188,5
4320, 445.000, Grønningen 29F ,9800 Hjørring,38,1
4321, 755.000, Æbleparken 142,5270 Odense N,59,2
4322, 995.000, Østerbrogade 39 1 ,6000 Kolding,77,3
4323, 999.999, Klokkedybet 3,2730 Herlev,36,2
4324, 1.195.000, Bjarkesvej 8,3000 Helsingør,54,2
4325, 1.298.000, Bronzealdertoften 2,8210 Aarhus V,43,1
4326, 1.300.000, Brunevang 92,2610 Rødovre,45,1
4327, 1.350.000, Dalgasgade 12 st ,7400 Herning,73,3
4328, 1.495.000, Borgergade 15B,8700 Horsens,86,3
4329, 1.595.000, Spaden A 3,2630 Taastrup,57,2
4330, 1.595.000, Stadionvej 43,2600 Glostrup,53,1
4331, 1.645.000, Rundhøj Allé 86,8270 Højbjerg,83,3
4332, 1.675.000, Sankt Jørgens Gade 8,9000 Aalborg,73,2
4333, 1.695.000, Folehaven 130,2500 Valby,54,2
4334, 1.795.000, Kastrupvej 167,2300 København S,52,2
4335, 1.895.000, Kastrupvej 88,2300 København S,41,1
4336, 1.995.000, Gerbrandsvej 6,2300 København S,50,2
4337, 2.095.000, Adelgade 11C,8400 Ebeltoft,115,2
4338, 2.195.000, Rundhøj Allé 129,8270 Højbjerg,101,4
4339, 2.195.000, Ålandsgade 22,2300 København S,46,2
4340, 2.250.000, Adelgade 11C,8400 Ebeltoft,124,2
4341, 2.425.000, Leen A 1,2630 Taastrup,120,4
4342, 2.645.000, Halsskovgade 4,2100 København Ø,41,2
4343, 2.750.000, Johan Kellers Vej 51,2450 København SV,59,2
4344, 2.995.000, Kapselgade 4,1799 København V,43,2
4345, 2.995.000, Kapselgade 4,1799 København V,43,2
4346, 3.275.000, Ved Møllen 1A,2970 Hørsholm,77,3
4347, 3.295.000, Fogeden 1,3650 Ølstykke,90,3
4348, 3.298.000, Odensegade 21,8000 Aarhus C,64,3
4349, 3.495.000, Tuborgvej 23,2900 Hellerup,69,2
4350, 3.595.000, Bakkevolden 3,2670 Greve,91,3
4351, 3.645.000, A.D. Jørgensens Vej 51,2000 Frederiksberg,68,2
4352, 3.995.000, Skernvej 12,8000 Aarhus C,81,3
4353, 4.695.000, Hovedgaden 24,3460 Birkerød,163,5
4354, 4.695.000, Amager Boulevard 126,2300 København S,92,4
4355, 4.745.000, Meinungsgade 10,2200 København N,76,3
4356, 4.995.000, Silkeborggade 30,2100 København Ø,80,3
4357, 6.198.000, Bindesbølls Allé 21 1 3 ,8240 Risskov,132,4
4358, 6.395.000, Dagmar Petersens Gade 94,8000 Aarhus C,126,3
4359, 7.595.000, Tornebuskegade 1,1131 København K,121,4
4360, 12.495.000, Store Kongensgade 53B,1264 København K,157,4
4361, 12.600.000, Helga Pedersens Gade 950T,8000 Aarhus C,205,4
4362, 12.800.000, Lundsgade 9,2100 København Ø,156,5
4363, 545.000, Arnegårdsvej 3,8230 Åbyhøj,26,1
4364, 925.000, Sommerlystgade 23,8700 Horsens,59,2
4365, 1.095.000, Engvej 1C ,4780 Stege,63,3
4366, 1.395.000, Byskov Alle 26,4200 Slagelse,107,3
4367, 1.595.000, Roskildevej 31,3600 Frederikssund,71,3
4368, 1.645.000, Lodsvej 17,4673 Rødvig Stevns,61,2
4369, 1.695.000, Hyacintgården 17,2300 København S,35,1
4370, 1.750.000, Vangede Bygade 70,2820 Gentofte,55,2
4371, 1.795.000, Spøttrupvej 42,7400 Herning,148,4
4372, 1.798.000, Carit Etlars Vej 25A,8230 Åbyhøj,55,2
4373, 1.850.000, Skanderborgvej 92,8000 Aarhus C,55,2
4374, 1.895.000, Steenstrups Allé 67,4300 Holbæk,72,2
4375, 1.945.000, Dalgasgade 11,9000 Aalborg,94,4
4376, 1.995.000, H I Bies Plads 337 ,9500 Hobro,120,4
4377, 2.145.000, Gebauersgade 8,8000 Aarhus C,50,1
4378, 2.245.000, Nærum Hovedgade 15,2850 Nærum,78,3
4379, 2.495.000, Steenstrups Allé 69,4300 Holbæk,98,3
4380, 2.495.000, Rødovre Parkvej 305,2610 Rødovre,74,3
4381, 2.495.000, Lergravsvej 5,2300 København S,57,2
4382, 2.650.000, P.P. Ørums Gade 22,8000 Aarhus C,69,2
4383, 2.685.000, Vestre Ringgade 156 3 tv ,8000 Aarhus C,71,3
4384, 2.695.000, Nattergalevej 68,2400 København NV,54,2
4385, 2.695.000, Theklavej 39,2400 København NV,69,2
4386, 2.698.000, Poppelgade 7,2200 København N,50,2
4387, 2.750.000, Peter Bangs Vej 116,2000 Frederiksberg,75,2
4388, 2.795.000, Bøgebjerg 1,8400 Ebeltoft,127,4
4389, 2.795.000, Tønnesvej 20,2300 København S,63,3
4390, 2.795.000, Hunderupvej 122B,5230 Odense M,131,5
4391, 2.895.000, Møllehusene 3,4000 Roskilde,83,2
4392, 3.298.000, Åparken 8,8000 Aarhus C,82,3
4393, 3.895.000, Ørestads Boulevard 57C,2300 København S,114,3
4394, 3.995.000, Adelgade 1,1304 København K,68,2
4395, 3.995.000, Valdemarsgade 32,1665 København V,80,2
4396, 3.995.000, Hørsholm Park 4,2970 Hørsholm,113,4
4397, 3.995.000, Frederikssundsvej 333,2700 Brønshøj,116,4
4398, 4.595.000, Tietgensgade 62,1704 København V,82,4
4399, 4.598.000, Esther Aggebos Gade 40,8000 Aarhus C,88,3
4400, 4.599.000, Christiansgade 24,8000 Aarhus C,111,5
4401, 4.795.000, Vølundsgade 22,2200 København N,75,3
4402, 4.895.000, Mosevej 8,2800 Kongens Lyngby,87,3
4403, 5.995.000, Strandvejen 38,2900 Hellerup,118,5
4404, 7.995.000, Sankt Thomas Alle 5A,1824 Frederiksberg C,112,4
4405, 8.245.000, Rundholtsvej 28,2300 København S,124,4
4406, 475.000, Vestervangsvej 71,8800 Viborg,40,1
4407, 495.000, Vestervangsvej 71,8800 Viborg,58,2
4408, 1.275.000, Grøndalsvej 48,8260 Viby J,65,2
4409, 1.295.000, Kastetvej 54,9000 Aalborg,56,2
4410, 1.295.000, Blomstermarken 107,9000 Aalborg,83,3
4411, 1.595.000, Skibbrogade 31,6100 Haderslev,147,5
4412, 1.690.000, Neergårdsparken 11,4000 Roskilde,62,2
4413, 1.700.000, Naffet 30,6100 Haderslev,178,4
4414, 1.795.000, Dalbygade 44,6000 Kolding,139,3
4415, 1.995.000, Kirkeåsen 15 ,2850 Nærum,62,2
4416, 2.150.000, Gyvelvej 12A,4000 Roskilde,75,3
4417, 2.295.000, Vangedevej 150A,2870 Dyssegård ,65,2
4418, 2.295.000, Markskellet 15,2720 Vanløse,59,2
4419, 2.335.000, Boholtevej 13,4600 Køge,94,4
4420, 2.395.000, Saven D 4,2630 Taastrup,102,3
4421, 2.748.000, Kildevældsgade 68,2100 København Ø,51,2
4422, 2.845.000, Vestbanevej 16,2500 Valby,66,2
4423, 2.845.000, Søndre Fasanvej 94C,2500 Valby,65,2
4424, 3.150.000, Turesensgade 9,1368 København K,45,2
4425, 3.395.000, Strandgade 87A,3000 Helsingør,100,3
4426, 3.495.000, Strandpromenaden 55,4600 Køge,83,3
4427, 3.495.000, Smakkegårdsvej 181,2820 Gentofte,93,3
4428, 3.498.000, Harald Jensens Plads 19,8000 Aarhus C,98,3
4429, 3.675.000, Astersvej 31,4600 Køge,122,5
4430, 3.695.000, Søllerød Park 7,2840 Holte,102,4
4431, 3.795.000, Brogade 2B,5500 Middelfart,99,3
4432, 3.795.000, Dronningedammen 4,2970 Hørsholm,81,2
4433, 3.795.000, Nordre Fasanvej 154,2000 Frederiksberg,72,3
4434, 3.795.000, Helsingørsgade 25C,3400 Hillerød,88,3
4435, 3.995.000, Nybrovej 149,2800 Kongens Lyngby,119,5
4436, 4.195.000, Marstrandsgade 12,8000 Aarhus C,90,3
4437, 4.295.000, Julius Posselts Vej 3A,9400 Nørresundby,110,3
4438, 4.695.000, Trelleborggade 15,2150 Nordhavn,82,2
4439, 4.998.000, Nørreport 6,8000 Aarhus C,107,5
4440, 5.995.000, Smålandsgade 6,2300 København S,109,4
4441, 6.295.000, Richard Mortensens Vej 81,2300 København S,155,5
4442, 6.995.000, Martin Luther Kings Vej 7,2450 København SV,115,3
4443, 9.495.000, Skovridergårdsvej 60A,2830 Virum,157,4
4444, 11.195.000, Amager Boulevard 134,2300 København S,199,6
4445, 14.750.000, Østerbrogade 52,2100 København Ø,140,3
4446, 2.295.000, Provstevej 2A,2400 København NV,45,2
4447, 2.495.000, Hørsholm Park 14,2970 Hørsholm,69,2
4448, 2.495.000, Engmarken 11,2770 Kastrup,62,3
4449, 2.695.000, Lauravej 15,2500 Valby,58,2
4450, 4.899.000, Victor Bendix Gade 24,2100 København Ø,86,3
4451, 6.750.000, Borups Alle 154A,2000 Frederiksberg,143,5
4452, 9.500.000, Overgaden Oven Vandet 30A,1415 København K,102,4
4453, 13.495.000, Frederik VIs Alle 1,2000 Frederiksberg,188,6
4454, 1.795.000, Svenskelejren 14 1 3 ,2700 Brønshøj,53,2
4455, 1.895.000, Jordbrovej 8 st 2 ,8200 Aarhus N,54,2
4456, 2.095.000, Rødovre Parkvej 249 st ,2610 Rødovre,61,2
4457, 2.350.000, P.P. Ørums Gade 6,8000 Aarhus C,66,2
4458, 2.995.000, Backersvej 51,2300 København S,54,2
4459, 3.495.000, Dalstrøget 76,2870 Dyssegård ,87,3
4460, 5.250.000, Skindergade 21 4 ,1159 København K,115,4
4461, 6.100.000, Helga Pedersens Gade 950T,8000 Aarhus C,106,3
4462, 11.900.000, Rosenvængets Hovedvej 50,2100 København Ø,123,3
4463, 13.700.000, Helga Pedersens Gade 950,8000 Aarhus C,227,4
4464, 465.000, Lyksborgvej 40,7500 Holstebro,43,2
4465, 499.000, Fægangsvej 11D,8585 Glesborg,47,2
4466, 549.000, Mariagervej 79A,8920 Randers NV,62,2
4467, 645.000, Priorgade 7F ,9240 Nibe,50,2
4468, 1.150.000, Stålegade 2C ,3700 Rønne,87,3
4469, 1.195.000, Christmas Møllers Vej 1,5200 Odense V,35,2
4470, 1.395.000, Bethaniagade 17H,7400 Herning,78,2
4471, 1.495.000, Lotusvej 6,5250 Odense SV,91,4
4472, 1.799.000, Gl. Tved 9L ,6000 Kolding,87,3
4473, 1.890.000, Brederødvej 1A Dør/lejl. 1 ,3300 Frederiksværk,123,3
4474, 1.895.000, Engtoftevej 31C,9000 Aalborg,60,2
4475, 1.998.000, Aldershvilevej 121B,2880 Bagsværd,51,2
4476, 2.295.000, Peter Bangs Vej 235,2500 Valby,51,2
4477, 2.295.000, Lauravej 9,2500 Valby,56,2
4478, 2.349.000, Krudttårnsbakken 5,3300 Frederiksværk,101,3
4479, 2.495.000, Gurrevej 48,3000 Helsingør,87,3
4480, 2.499.000, Sejrøgade 12,8000 Aarhus C,58,2
4481, 2.695.000, Horsekildevej 28,2500 Valby,57,2
4482, 2.725.000, Johan Kellers Vej 43,2450 København SV,56,2
4483, 2.850.000, Dalstrøget 102,2870 Dyssegård ,76,2
4484, 2.995.000, Slotsgade 8G,3480 Fredensborg,118,4
4485, 3.095.000, Reberbanegade 43,2300 København S,59,3
4486, 3.298.000, Banegårdsgade 37,8000 Aarhus C,84,2
4487, 3.745.000, Allégade 51,5000 Odense C,121,4
4488, 3.849.000, Ved Amagerport 2,2300 København S,66,2
4489, 3.995.000, Brettevillesgade 16 ,9000 Aalborg,103,5
4490, 3.995.000, Roskildevej 148B,2500 Valby,114,4
4491, 4.200.000, Victor Bendix Gade 22,2100 København Ø,90,3
4492, 4.498.000, Bernhardt Jensens Boulevard 91,8000 Aarhus C,98,3
4493, 4.995.000, Blidahpark 6 2 th ,2900 Hellerup,91,4
4494, 4.995.000, Vejlesøparken 17,2840 Holte,125,3
4495, 5.375.000, Papirfabrikken 52,8600 Silkeborg,105,3
4496, 7.495.000, Bredgade 22,1260 København K,99,3
4497, 10.995.000, Amager Strandvej 122A,2300 København S,139,3
4498, 375.000, Olfert Fischers Vej 19C ,9900 Frederikshavn,69,2
4499, 895.000, Holsteinsgade 21,8300 Odder,57,2
4500, 928.000, Hobrovej 48 2 th ,8900 Randers C,80,2
4501, 1.095.000, Ligustervej 35 ,8600 Silkeborg,75,2
4502, 1.250.000, Skovvejen 46H,8000 Aarhus C,30,1
4503, 1.295.000, Beatesmindevej 167,9210 Aalborg SØ,72,3
4504, 1.398.000, Christian Xs Vej 6,8260 Viby J,53,2
4505, 1.448.000, Poul Buås Vej 36,9000 Aalborg,71,3
4506, 1.450.000, Marselis Boulevard 36 7 mf ,8000 Aarhus C,46,1
4507, 1.550.000, Gammel Køge Landevej 266,2650 Hvidovre,47,1
4508, 1.695.000, Jens Baggesens Vej 118,8200 Aarhus N,59,2
4509, 1.798.000, Haslevej 12F ,8230 Åbyhøj,47,2
4510, 1.998.000, Teglvænget 15,9000 Aalborg,84,3
4511, 2.295.000, Rytterparken 54,2765 Smørum,68,2
4512, 2.295.000, Stationsvej 9,4681 Herfølge,121,4
4513, 2.295.000, Haydnsvej 21,2450 København SV,53,2
4514, 2.400.000, Rugmarken 47,3060 Espergærde,96,3
4515, 2.445.000, Skovvangsvej 26A,8200 Aarhus N,75,2
4516, 2.695.000, Florensvej 4,2300 København S,52,2
4517, 2.750.000, Albertslundvej 105,2625 Vallensbæk,104,4
4518, 2.795.000, Romsøgade 8,2100 København Ø,50,2
4519, 2.950.000, Indiakaj 13 st ,2100 København Ø,48,1
4520, 2.995.000, Clarasvej 1D 1 1 ,2920 Charlottenlund,54,3
4521, 2.995.000, Søgårdsvej 5A,2820 Gentofte,69,2
4522, 3.148.000, Finderupvej 2D,8000 Aarhus C,87,3
4523, 3.295.000, Tvendagervej 1A ,2750 Ballerup,82,3
4524, 3.495.000, Dianas Have 72 ,2970 Hørsholm,85,3
4525, 3.495.000, Prins Constantins Vej 7,2000 Frederiksberg,60,2
4526, 3.588.000, Virum Torv 9,2830 Virum,105,4
4527, 3.595.000, Ordrupvej 132E st tv ,2920 Charlottenlund,75,3
4528, 4.450.000, Bregnerødvej 4A,3460 Birkerød,103,3
4529, 5.295.000, Nørre Allé 11B,2200 København N,78,2
4530, 5.895.000, Viborggade 13,2100 København Ø,90,3
4531, 6.250.000, Helga Pedersens Gade 950T,8000 Aarhus C,112,3
4532, 8.998.000, Willy Brandts Vej 1,2450 København SV,134,4
4533, 545.000, Peter Freuchensvej 21E,4800 Nykøbing F,46,1
4534, 595.000, Havnevej 138D ,8500 Grenaa,85,3
4535, 669.000, Klintealle 1H,5600 Faaborg,44,2
4536, 730.000, Lodsgade 6B,9900 Frederikshavn,105,3
4537, 750.000, Pengekrogen 5E ,5700 Svendborg,39,2
4538, 1.078.000, Storegade 67A,6700 Esbjerg,81,3
4539, 1.098.000, Skoleparken 13,6705 Esbjerg Ø,93,3
4540, 1.195.000, Randersvej 47C ,8680 Ry,53,2
4541, 1.245.000, Dr. Louise Gade 14,7700 Thisted,152,5
4542, 1.350.000, Listedvej 5K ,2770 Kastrup,26,1
4543, 1.350.000, Godtgemt 7,2880 Bagsværd,46,1
4544, 1.495.000, Kragholmen 200,9900 Frederikshavn,82,2
4545, 1.595.000, Paltholmvej 110,3520 Farum,53,1
